GeoFips,GeoName,State,2019
37081,Guilford, NC,47013
37083,Halifax, NC,37146
37085,Harnett, NC,35873
37087,Haywood, NC,41523
37089,Henderson, NC,45680
37091,Hertford, NC,32717
37093,Hoke, NC,32845
37095,Hyde, NC,39776
37097,Iredell, NC,53465
37099,Jackson, NC,35663
37101,Johnston, NC,41318
37103,Jones, NC,41434
37105,Lee, NC,42390
37107,Lenoir, NC,40990
37109,Lincoln, NC,47322
37111,McDowell, NC,35086
37113,Macon, NC,41654
37115,Madison, NC,35888
37117,Martin, NC,35403
37119,Mecklenburg, NC,62846
37121,Mitchell, NC,37046
37123,Montgomery, NC,36850
37125,Moore, NC,52441
37127,Nash, NC,43315
37129,New Hanover, NC,48558
37131,Northampton, NC,36080
37133,Onslow, NC,40671
37135,Orange, NC,65530
37137,Pamlico, NC,42848
37139,Pasquotank, NC,39521
37141,Pender, NC,39418
37143,Perquimans, NC,41234
37145,Person, NC,39038
37147,Pitt, NC,42882
37149,Polk, NC,46661
37151,Randolph, NC,38935
37153,Richmond, NC,35434
37155,Robeson, NC,30552
37157,Rockingham, NC,38057
37159,Rowan, NC,40714
37161,Rutherford, NC,34065
37163,Sampson, NC,35805
37165,Scotland, NC,33895
37167,Stanly, NC,39931
37169,Stokes, NC,38775
37171,Surry, NC,39696
37173,Swain, NC,40824
37175,Transylvania, NC,43065
37177,Tyrrell, NC,33699
37179,Union, NC,54534
37181,Vance, NC,35002
37183,Wake, NC,62657
37185,Warren, NC,30317
37187,Washington, NC,36780
37189,Watauga, NC,38652
37191,Wayne, NC,40116
37193,Wilkes, NC,37309
37195,Wilson, NC,40260
37197,Yadkin, NC,39012
37199,Yancey, NC,38011
38001,Adams, ND,49382
38003,Barnes, ND,56985
38005,Benson, ND,36229
38007,Billings, ND,81562
38009,Bottineau, ND,61826
38011,Bowman, ND,68298
38013,Burke, ND,76582
38015,Burleigh, ND,61147
38017,Cass, ND,59415
38019,Cavalier, ND,64238
38021,Dickey, ND,63334
38023,Divide, ND,55971
38025,Dunn, ND,67270
38027,Eddy, ND,60794
38029,Emmons, ND,51194
38031,Foster, ND,61967
38033,Golden Valley, ND,39030
38035,Grand Forks, ND,53381
38037,Grant, ND,45297
38039,Griggs, ND,58748
38041,Hettinger, ND,50384
38043,Kidder, ND,53103
38045,LaMoure, ND,60161
38047,Logan, ND,51572
38049,McHenry, ND,52552
38051,McIntosh, ND,60988
38053,McKenzie, ND,67761
38055,McLean, ND,61260
38057,Mercer, ND,58923
38059,Morton, ND,54782
38061,Mountrail, ND,65591
38063,Nelson, ND,61641
38065,Oliver, ND,45805
38067,Pembina, ND,60963
38069,Pierce, ND,48329
38071,Ramsey, ND,50171
38073,Ransom, ND,59123
38075,Renville, ND,71625
38077,Richland, ND,52375
38079,Rolette, ND,36455
38081,Sargent, ND,62704
38083,Sheridan, ND,47192
38085,Sioux, ND,28194
38087,Slope, ND,45086
38089,Stark, ND,65914
38091,Steele, ND,62811
38093,Stutsman, ND,54679
38095,Towner, ND,59474
38097,Traill, ND,54952
38099,Walsh, ND,52544
38101,Ward, ND,56161
38103,Wells, ND,60817
38105,Williams, ND,69619
39001,Adams, OH,35553
39003,Allen, OH,43268
39005,Ashland, OH,39969
39007,Ashtabula, OH,40039
39009,Athens, OH,34387
39011,Auglaize, OH,49225
39013,Belmont, OH,41735
39015,Brown, OH,38935
39017,Butler, OH,49959
39019,Carroll, OH,40997
39021,Champaign, OH,42403
39023,Clark, OH,41625
39025,Clermont, OH,57571
39027,Clinton, OH,45049
39029,Columbiana, OH,39387
39031,Coshocton, OH,36258
39033,Crawford, OH,39667
39035,Cuyahoga, OH,55998
39037,Darke, OH,44202
39039,Defiance, OH,41905
39041,Delaware, OH,76131
39043,Erie, OH,55748
39045,Fairfield, OH,47809
39047,Fayette, OH,40049
39049,Franklin, OH,51467
39051,Fulton, OH,47145
39053,Gallia, OH,40492
39055,Geauga, OH,71824
39057,Greene, OH,51648
39059,Guernsey, OH,41731
39061,Hamilton, OH,61458
39063,Hancock, OH,50556
39065,Hardin, OH,33253
39067,Harrison, OH,39466
39069,Henry, OH,46216
39071,Highland, OH,37274
39073,Hocking, OH,39253
39075,Holmes, OH,47386
39077,Huron, OH,41776
39079,Jackson, OH,36816
39081,Jefferson, OH,40683
39083,Knox, OH,44390
39085,Lake, OH,52811
39087,Lawrence, OH,39413
39089,Licking, OH,47498
39091,Logan, OH,44189
39093,Lorain, OH,47989
39095,Lucas, OH,47719
39097,Madison, OH,42296
39099,Mahoning, OH,44315
39101,Marion, OH,37873
39103,Medina, OH,57630
39105,Meigs, OH,36055
39107,Mercer, OH,50940
39109,Miami, OH,48999
39111,Monroe, OH,37565
39113,Montgomery, OH,48143
39115,Morgan, OH,34508
39117,Morrow, OH,40740
39119,Muskingum, OH,42506
39121,Noble, OH,27981
39123,Ottawa, OH,54026
39125,Paulding, OH,41831
39127,Perry, OH,38562
39129,Pickaway, OH,42169
39131,Pike, OH,38804
39133,Portage, OH,45500
39135,Preble, OH,41302
39137,Putnam, OH,50699
39139,Richland, OH,40313
39141,Ross, OH,39010
39143,Sandusky, OH,42343
39145,Scioto, OH,40794
39147,Seneca, OH,40458
39149,Shelby, OH,46069
39151,Stark, OH,46384
39153,Summit, OH,53580
39155,Trumbull, OH,41559
39157,Tuscarawas, OH,45039
39159,Union, OH,59835
39161,Van Wert, OH,43120
39163,Vinton, OH,35022
39165,Warren, OH,62896
39167,Washington, OH,44343
39169,Wayne, OH,46939
39171,Williams, OH,42965
39173,Wood, OH,48566
39175,Wyandot, OH,46032
40001,Adair, OK,29926
40003,Alfalfa, OK,40970
40005,Atoka, OK,32869
40007,Beaver, OK,54416
40009,Beckham, OK,39364
40011,Blaine, OK,43857
40013,Bryan, OK,35545
40015,Caddo, OK,37535
40017,Canadian, OK,46596
40019,Carter, OK,44167
40021,Cherokee, OK,33943
40023,Choctaw, OK,32340
40025,Cimarron, OK,66785
40027,Cleveland, OK,46488
40029,Coal, OK,38752
40031,Comanche, OK,42639
40033,Cotton, OK,43995
40035,Craig, OK,39286
40037,Creek, OK,42591
40039,Custer, OK,41708
40041,Delaware, OK,33819
40043,Dewey, OK,50635
40045,Ellis, OK,53949
40047,Garfield, OK,45053
40049,Garvin, OK,40132
40051,Grady, OK,41854
40053,Grant, OK,47131
40055,Greer, OK,29876
40057,Harmon, OK,41582
40059,Harper, OK,50182
40061,Haskell, OK,33186
40063,Hughes, OK,41863
40065,Jackson, OK,43272
40067,Jefferson, OK,34158
40069,Johnston, OK,35555
40071,Kay, OK,41813
40073,Kingfisher, OK,56383
40075,Kiowa, OK,37429
40077,Latimer, OK,34821
40079,Le Flore, OK,33527
40081,Lincoln, OK,36731
40083,Logan, OK,44566
40085,Love, OK,38248
40087,McClain, OK,48780
40089,McCurtain, OK,33072
40091,McIntosh, OK,35972
40093,Major, OK,44106
40095,Marshall, OK,34406
40097,Mayes, OK,36741
40099,Murray, OK,43556
40101,Muskogee, OK,37881
40103,Noble, OK,44736
40105,Nowata, OK,37236
40107,Okfuskee, OK,31625
40109,Oklahoma, OK,55917
40111,Okmulgee, OK,35187
40113,Osage, OK,36438
40115,Ottawa, OK,38356
40117,Pawnee, OK,37399
40119,Payne, OK,39113
40121,Pittsburg, OK,39638
40123,Pontotoc, OK,45121
40125,Pottawatomie, OK,39769
40127,Pushmataha, OK,32731
40129,Roger Mills, OK,44266
40131,Rogers, OK,48836
40133,Seminole, OK,35152
40135,Sequoyah, OK,34256
40137,Stephens, OK,44182
40139,Texas, OK,56591
40141,Tillman, OK,38114
40143,Tulsa, OK,64444
40145,Wagoner, OK,41458
40147,Washington, OK,59436
40149,Washita, OK,36574
40151,Woods, OK,45859
40153,Woodward, OK,38420
41001,Baker, OR,41658
41003,Benton, OR,47920
41005,Clackamas, OR,61375
41007,Clatsop, OR,45743
41009,Columbia, OR,45379
41011,Coos, OR,46120
41013,Crook, OR,42981
41015,Curry, OR,44490
41017,Deschutes, OR,57493
41019,Douglas, OR,41804
41021,Gilliam, OR,56907
41023,Grant, OR,42596
41025,Harney, OR,40779
41027,Hood River, OR,55609
41029,Jackson, OR,47708
41031,Jefferson, OR,35376
41033,Josephine, OR,43694
41035,Klamath, OR,40457
41037,Lake, OR,41826
41039,Lane, OR,45960
41041,Lincoln, OR,44689
41043,Linn, OR,43971
41045,Malheur, OR,33562
41047,Marion, OR,44464
41049,Morrow, OR,48535
41051,Multnomah, OR,59402
41053,Polk, OR,42718
41055,Sherman, OR,57119
41057,Tillamook, OR,44607
41059,Umatilla, OR,41267
41061,Union, OR,40881
41063,Wallowa, OR,45435
41065,Wasco, OR,43397
41067,Washington, OR,63425
41069,Wheeler, OR,37385
41071,Yamhill, OR,47151
42001,Adams, PA,50785
42003,Allegheny, PA,64718
42005,Armstrong, PA,47058
42007,Beaver, PA,50385
42009,Bedford, PA,42762
42011,Berks, PA,51606
42013,Blair, PA,47573
42015,Bradford, PA,43071
42017,Bucks, PA,76502
42019,Butler, PA,60995
42021,Cambria, PA,44620
42023,Cameron, PA,48108
42025,Carbon, PA,52887
42027,Centre, PA,47947
42029,Chester, PA,88403
42031,Clarion, PA,42015
42033,Clearfield, PA,46443
42035,Clinton, PA,42765
42037,Columbia, PA,43558
42039,Crawford, PA,42127
42041,Cumberland, PA,57256
42043,Dauphin, PA,52892
42045,Delaware, PA,69950
42047,Elk, PA,48791
42049,Erie, PA,46259
42051,Fayette, PA,43522
42053,Forest, PA,25260
42055,Franklin, PA,48014
42057,Fulton, PA,45483
42059,Greene, PA,44600
42061,Huntingdon, PA,39381
42063,Indiana, PA,41155
42065,Jefferson, PA,45191
42067,Juniata, PA,45746
42069,Lackawanna, PA,48388
42071,Lancaster, PA,54529
42073,Lawrence, PA,44844
42075,Lebanon, PA,49099
42077,Lehigh, PA,54308
42079,Luzerne, PA,45938
42081,Lycoming, PA,44688
42083,McKean, PA,44352
42085,Mercer, PA,43102
42087,Mifflin, PA,40186
42089,Monroe, PA,44150
42091,Montgomery, PA,82176
42093,Montour, PA,58284
42095,Northampton, PA,56607
42097,Northumberland, PA,42867
42099,Perry, PA,46662
42101,Philadelphia, PA,54163
42103,Pike, PA,50631
42105,Potter, PA,44771
42107,Schuylkill, PA,43420
42109,Snyder, PA,42902
42111,Somerset, PA,42782
42113,Sullivan, PA,48102
42115,Susquehanna, PA,46787
42117,Tioga, PA,41923
42119,Union, PA,41982
42121,Venango, PA,43388
42123,Warren, PA,43077
42125,Washington, PA,58216
42127,Wayne, PA,45429
42129,Westmoreland, PA,53750
42131,Wyoming, PA,47177
42133,York, PA,52015
44001,Bristol, RI,79976
44003,Kent, RI,61199
44005,Newport, RI,72569
44007,Providence, RI,49258
44009,Washington, RI,68421
45001,Abbeville, SC,35065
45003,Aiken, SC,44503
45005,Allendale, SC,33110
45007,Anderson, SC,41306
45009,Bamberg, SC,34611
45011,Barnwell, SC,35961
45013,Beaufort, SC,59377
45015,Berkeley, SC,41968
45017,Calhoun, SC,41620
45019,Charleston, SC,64486
45021,Cherokee, SC,33738
45023,Chester, SC,35664
45025,Chesterfield, SC,32535
45027,Clarendon, SC,34665
45029,Colleton, SC,37026
45031,Darlington, SC,39085
45033,Dillon, SC,30468
45035,Dorchester, SC,40840
45037,Edgefield, SC,37506
45039,Fairfield, SC,38277
45041,Florence, SC,43759
45043,Georgetown, SC,49260
45045,Greenville, SC,49742
45047,Greenwood, SC,38031
45049,Hampton, SC,33833
45051,Horry, SC,39633
45053,Jasper, SC,31847
45055,Kershaw, SC,43196
45057,Lancaster, SC,50584
45059,Laurens, SC,35796
45061,Lee, SC,33349
45063,Lexington, SC,47789
45065,McCormick, SC,39949
45067,Marion, SC,33465
45069,Marlboro, SC,32379
45071,Newberry, SC,39210
45073,Oconee, SC,45471
45075,Orangeburg, SC,35700
45077,Pickens, SC,39845
45079,Richland, SC,46806
45081,Saluda, SC,35242
45083,Spartanburg, SC,44151
45085,Sumter, SC,39812
45087,Union, SC,34618
45089,Williamsburg, SC,34626
45091,York, SC,48729
46003,Aurora, SD,40817
46005,Beadle, SD,49575
46007,Bennett, SD,35761
46009,Bon Homme, SD,40508
46011,Brookings, SD,46641
46013,Brown, SD,55796
46015,Brule, SD,45527
46017,Buffalo, SD,20290
46019,Butte, SD,39261
46021,Campbell, SD,46477
46023,Charles Mix, SD,40591
46025,Clark, SD,45543
46027,Clay, SD,41042
46029,Codington, SD,51774
46031,Corson, SD,26983
46033,Custer, SD,50722
46035,Davison, SD,53116
46037,Day, SD,46160
46039,Deuel, SD,50426
46041,Dewey, SD,37947
46043,Douglas, SD,58104
46045,Edmunds, SD,53872
46047,Fall River, SD,47264
46049,Faulk, SD,54756
46051,Grant, SD,54847
46053,Gregory, SD,44000
46055,Haakon, SD,49797
46057,Hamlin, SD,43006
46059,Hand, SD,54692
46061,Hanson, SD,64561
46063,Harding, SD,49543
46065,Hughes, SD,54779
46067,Hutchinson, SD,55464
46069,Hyde, SD,47737
46071,Jackson, SD,26065
46073,Jerauld, SD,38762
46075,Jones, SD,56772
46077,Kingsbury, SD,57411
46079,Lake, SD,51379
46081,Lawrence, SD,54028
46083,Lincoln, SD,72019
46085,Lyman, SD,40660
46087,McCook, SD,54193
46089,McPherson, SD,42136
46091,Marshall, SD,48363
46093,Meade, SD,44980
46095,Mellette, SD,28996
46097,Miner, SD,49665
46099,Minnehaha, SD,62084
46101,Moody, SD,50945
46102,Oglala Lakota, SD,25631
46103,Pennington, SD,53913
46105,Perkins, SD,39976
46107,Potter, SD,76433
46109,Roberts, SD,37023
46111,Sanborn, SD,51917
46115,Spink, SD,54447
46117,Stanley, SD,60316
46119,Sully, SD,77485
46121,Todd, SD,25643
46123,Tripp, SD,49545
46125,Turner, SD,63313
46127,Union, SD,119482
46129,Walworth, SD,46799
46135,Yankton, SD,51910
46137,Ziebach, SD,19084
47001,Anderson, TN,43407
47003,Bedford, TN,39615
47005,Benton, TN,34016
47007,Bledsoe, TN,27368
47009,Blount, TN,45831
47011,Bradley, TN,40232
47013,Campbell, TN,34786
47015,Cannon, TN,37077
47017,Carroll, TN,37737
47019,Carter, TN,34405
47021,Cheatham, TN,46759
47023,Chester, TN,34545
47025,Claiborne, TN,36101
47027,Clay, TN,31783
47029,Cocke, TN,33399
47031,Coffee, TN,40850
47033,Crockett, TN,41632
47035,Cumberland, TN,38091
47037,Davidson, TN,72602
47039,Decatur, TN,42266
47041,DeKalb, TN,40279
47043,Dickson, TN,42900
47045,Dyer, TN,41977
47047,Fayette, TN,57066
47049,Fentress, TN,34497
47051,Franklin, TN,40520
47053,Gibson, TN,39528
47055,Giles, TN,38704
47057,Grainger, TN,34803
47059,Greene, TN,37027
47061,Grundy, TN,33228
47063,Hamblen, TN,38247
47065,Hamilton, TN,53075
47067,Hancock, TN,28122
47069,Hardeman, TN,30752
47071,Hardin, TN,40449
47073,Hawkins, TN,35014
47075,Haywood, TN,35375
47077,Henderson, TN,37241
47079,Henry, TN,42222
47081,Hickman, TN,34738
47083,Houston, TN,33950
47085,Humphreys, TN,39622
47087,Jackson, TN,32114
47089,Jefferson, TN,37933
47091,Johnson, TN,33474
47093,Knox, TN,52422
47095,Lake, TN,24660
47097,Lauderdale, TN,32428
47099,Lawrence, TN,35698
47101,Lewis, TN,36353
47103,Lincoln, TN,42372
47105,Loudon, TN,51615
47107,McMinn, TN,37429
47109,McNairy, TN,33512
47111,Macon, TN,33428
47113,Madison, TN,43702
47115,Marion, TN,39769
47117,Marshall, TN,39833
47119,Maury, TN,44739
47121,Meigs, TN,34845
47123,Monroe, TN,35367
47125,Montgomery, TN,43499
47127,Moore, TN,42431
47129,Morgan, TN,31405
47131,Obion, TN,42277
47133,Overton, TN,34877
47135,Perry, TN,35430
47137,Pickett, TN,39620
47139,Polk, TN,34807
47141,Putnam, TN,40731
47143,Rhea, TN,35370
47145,Roane, TN,42389
47147,Robertson, TN,44732
47149,Rutherford, TN,43095
47151,Scott, TN,30963
47153,Sequatchie, TN,39241
47155,Sevier, TN,42321
47157,Shelby, TN,50468
47159,Smith, TN,40995
47161,Stewart, TN,41972
47163,Sullivan, TN,43657
47165,Sumner, TN,50947
47167,Tipton, TN,40778
47169,Trousdale, TN,31367
47171,Unicoi, TN,37152
47173,Union, TN,33203
47175,Van Buren, TN,32380
47177,Warren, TN,35394
47179,Washington, TN,45216
47181,Wayne, TN,29251
47183,Weakley, TN,38611
47185,White, TN,34442
47187,Williamson, TN,95520
47189,Wilson, TN,51689
48001,Anderson, TX,36332
48003,Andrews, TX,52626
48005,Angelina, TX,40074
48007,Aransas, TX,53776
48009,Archer, TX,52661
48011,Armstrong, TX,54733
48013,Atascosa, TX,39511
48015,Austin, TX,54075
48017,Bailey, TX,44519
48019,Bandera, TX,47434
48021,Bastrop, TX,39953
48023,Baylor, TX,47327
48025,Bee, TX,30533
48027,Bell, TX,44088
48029,Bexar, TX,46569
48031,Blanco, TX,56996
48033,Borden, TX,72732
48035,Bosque, TX,42939
48037,Bowie, TX,41325
48039,Brazoria, TX,50207
48041,Brazos, TX,41414
48043,Brewster, TX,49708
48045,Briscoe, TX,45326
48047,Brooks, TX,36599
48049,Brown, TX,40449
48051,Burleson, TX,47155
48053,Burnet, TX,51949
48055,Caldwell, TX,36243
48057,Calhoun, TX,53562
48059,Callahan, TX,43250
48061,Cameron, TX,30187
48063,Camp, TX,37569
48065,Carson, TX,49781
48067,Cass, TX,38115
48069,Castro, TX,66391
48071,Chambers, TX,57321
48073,Cherokee, TX,35533
48075,Childress, TX,31161
48077,Clay, TX,45128
48079,Cochran, TX,39837
48081,Coke, TX,42732
48083,Coleman, TX,43843
48085,Collin, TX,69451
48087,Collingsworth, TX,42198
48089,Colorado, TX,48393
48091,Comal, TX,61124
48093,Comanche, TX,43454
48095,Concho, TX,36149
48097,Cooke, TX,52968
48099,Coryell, TX,35551
48101,Cottle, TX,60462
48103,Crane, TX,53114
48105,Crockett, TX,45530
48107,Crosby, TX,39390
48109,Culberson, TX,60264
48111,Dallam, TX,62851
48113,Dallas, TX,63591
48115,Dawson, TX,40148
48117,Deaf Smith, TX,51218
48119,Delta, TX,40320
48121,Denton, TX,60535
48123,DeWitt, TX,63242
48125,Dickens, TX,34922
48127,Dimmit, TX,41979
48129,Donley, TX,43788
48131,Duval, TX,38598
48133,Eastland, TX,66664
48135,Ector, TX,52079
48137,Edwards, TX,47478
48139,Ellis, TX,46874
48141,El Paso, TX,38771
48143,Erath, TX,41866
48145,Falls, TX,35960
48147,Fannin, TX,40251
48149,Fayette, TX,56358
48151,Fisher, TX,45922
48153,Floyd, TX,43301
48155,Foard, TX,45431
48157,Fort Bend, TX,61061
48159,Franklin, TX,41822
48161,Freestone, TX,38737
48163,Frio, TX,31185
48165,Gaines, TX,45941
48167,Galveston, TX,56611
48169,Garza, TX,31048
48171,Gillespie, TX,66866
48173,Glasscock, TX,94077
48175,Goliad, TX,47874
48177,Gonzales, TX,46057
48179,Gray, TX,44064
48181,Grayson, TX,44585
48183,Gregg, TX,47466
48185,Grimes, TX,37467
48187,Guadalupe, TX,47417
48189,Hale, TX,36389
48191,Hall, TX,34290
48193,Hamilton, TX,63867
48195,Hansford, TX,66689
48197,Hardeman, TX,42503
48199,Hardin, TX,47363
48201,Harris, TX,59207
48203,Harrison, TX,44022
48205,Hartley, TX,73797
48207,Haskell, TX,44998
48209,Hays, TX,47854
48211,Hemphill, TX,61126
48213,Henderson, TX,41161
48215,Hidalgo, TX,28091
48217,Hill, TX,42317
48219,Hockley, TX,43215
48221,Hood, TX,52977
48223,Hopkins, TX,42690
48225,Houston, TX,41048
48227,Howard, TX,44014
48229,Hudspeth, TX,23296
48231,Hunt, TX,40177
48233,Hutchinson, TX,44195
48235,Irion, TX,71669
48237,Jack, TX,40066
48239,Jackson, TX,48020
48241,Jasper, TX,41290
48243,Jeff Davis, TX,43850
48245,Jefferson, TX,44230
48247,Jim Hogg, TX,33639
48249,Jim Wells, TX,42450
48251,Johnson, TX,44836
48253,Jones, TX,33482
48255,Karnes, TX,64024
48257,Kaufman, TX,44220
48259,Kendall, TX,83573
48261,Kenedy, TX,42966
48263,Kent, TX,48894
48265,Kerr, TX,54523
48267,Kimble, TX,44909
48269,King, TX,82307
48271,Kinney, TX,32336
48273,Kleberg, TX,41456
48275,Knox, TX,39629
48277,Lamar, TX,43579
48279,Lamb, TX,46446
48281,Lampasas, TX,51862
48283,La Salle, TX,40404
48285,Lavaca, TX,56589
48287,Lee, TX,54966
48289,Leon, TX,41033
48291,Liberty, TX,38540
48293,Limestone, TX,38406
48295,Lipscomb, TX,87161
48297,Live Oak, TX,37285
48299,Llano, TX,50966
48301,Loving, TX,55200
48303,Lubbock, TX,44802
48305,Lynn, TX,44792
48307,McCulloch, TX,39008
48309,McLennan, TX,42699
48311,McMullen, TX,74583
48313,Madison, TX,32099
48315,Marion, TX,41209
48317,Martin, TX,67054
48319,Mason, TX,48083
48321,Matagorda, TX,46469
48323,Maverick, TX,32061
48325,Medina, TX,42578
48327,Menard, TX,38678
48329,Midland, TX,138141
48331,Milam, TX,37505
48333,Mills, TX,40522
48335,Mitchell, TX,35671
48337,Montague, TX,42644
48339,Montgomery, TX,64853
48341,Moore, TX,47887
48343,Morris, TX,40229
48345,Motley, TX,32567
48347,Nacogdoches, TX,39299
48349,Navarro, TX,40543
48351,Newton, TX,34666
48353,Nolan, TX,45578
48355,Nueces, TX,46242
48357,Ochiltree, TX,60484
48359,Oldham, TX,52997
48361,Orange, TX,46227
48363,Palo Pinto, TX,42930
48365,Panola, TX,47042
48367,Parker, TX,57254
48369,Parmer, TX,51698
48371,Pecos, TX,39992
48373,Polk, TX,41167
48375,Potter, TX,47610
48377,Presidio, TX,47865
48379,Rains, TX,35751
48381,Randall, TX,50022
48383,Reagan, TX,53769
48385,Real, TX,36931
48387,Red River, TX,44051
48389,Reeves, TX,46793
48391,Refugio, TX,47638
48393,Roberts, TX,50747
48395,Robertson, TX,43768
48397,Rockwall, TX,62986
48399,Runnels, TX,42472
48401,Rusk, TX,38359
48403,Sabine, TX,37061
48405,San Augustine, TX,43305
48407,San Jacinto, TX,37847
48409,San Patricio, TX,46849
48411,San Saba, TX,41757
48413,Schleicher, TX,42520
48415,Scurry, TX,45708
48417,Shackelford, TX,90579
48419,Shelby, TX,41739
48421,Sherman, TX,93968
48423,Smith, TX,55986
48425,Somervell, TX,47630
48427,Starr, TX,27922
48429,Stephens, TX,44653
48431,Sterling, TX,62966
48433,Stonewall, TX,57909
48435,Sutton, TX,62893
48437,Swisher, TX,54587
48439,Tarrant, TX,53375
48441,Taylor, TX,48691
48443,Terrell, TX,50578
48445,Terry, TX,38016
48447,Throckmorton, TX,42233
48449,Titus, TX,37964
48451,Tom Green, TX,51613
48453,Travis, TX,71633
48455,Trinity, TX,37399
48457,Tyler, TX,33629
48459,Upshur, TX,38084
48461,Upton, TX,47785
48463,Uvalde, TX,42217
48465,Val Verde, TX,38543
48467,Van Zandt, TX,40099
48469,Victoria, TX,52632
48471,Walker, TX,31115
48473,Waller, TX,42974
48475,Ward, TX,54632
48477,Washington, TX,57635
48479,Webb, TX,33305
48481,Wharton, TX,46427
48483,Wheeler, TX,44936
48485,Wichita, TX,44206
48487,Wilbarger, TX,50096
48489,Willacy, TX,28083
48491,Williamson, TX,53713
48493,Wilson, TX,48249
48495,Winkler, TX,65720
48497,Wise, TX,45745
48499,Wood, TX,40596
48501,Yoakum, TX,44486
48503,Young, TX,51824
48505,Zapata, TX,29004
48507,Zavala, TX,30947
49001,Beaver, UT,39246
49003,Box Elder, UT,40330
49005,Cache, UT,42075
49007,Carbon, UT,40207
49009,Daggett, UT,47457
49011,Davis, UT,48778
49013,Duchesne, UT,38574
49015,Emery, UT,34753
49017,Garfield, UT,39502
49019,Grand, UT,58620
49021,Iron, UT,34048
49023,Juab, UT,38699
49025,Kane, UT,41604
49027,Millard, UT,37507
49029,Morgan, UT,56156
49031,Piute, UT,45577
49033,Rich, UT,39387
49035,Salt Lake, UT,55481
49037,San Juan, UT,28142
49039,Sanpete, UT,29974
49041,Sevier, UT,36419
49043,Summit, UT,152310
49045,Tooele, UT,37978
49047,Uintah, UT,31965
49049,Utah, UT,43611
49051,Wasatch, UT,59263
49053,Washington, UT,41869
49055,Wayne, UT,41350
49057,Weber, UT,43477
50001,Addison, VT,52605
50003,Bennington, VT,55291
50005,Caledonia, VT,43778
50007,Chittenden, VT,61569
50009,Essex, VT,40355
50011,Franklin, VT,48688
50013,Grand Isle, VT,60524
50015,Lamoille, VT,55022
50017,Orange, VT,49449
50019,Orleans, VT,45535
50021,Rutland, VT,53373
50023,Washington, VT,60228
50025,Windham, VT,52380
50027,Windsor, VT,59713
51001,Accomack, VA,49695
51007,Amelia, VA,43865
51009,Amherst, VA,37560
51011,Appomattox, VA,39084
51013,Arlington, VA,98116
51017,Bath, VA,65682
51019,Bedford, VA,46857
51021,Bland, VA,36933
51023,Botetourt, VA,51018
51025,Brunswick, VA,33056
51027,Buchanan, VA,36758
51029,Buckingham, VA,30438
51033,Caroline, VA,43694
51036,Charles City, VA,47753
51037,Charlotte, VA,35669
51041,Chesterfield, VA,55063
51043,Clarke, VA,66713
51045,Craig, VA,38810
51047,Culpeper, VA,47386
51049,Cumberland, VA,38161
51051,Dickenson, VA,33524
51057,Essex, VA,42746
51061,Fauquier, VA,71927
51063,Floyd, VA,39255
51065,Fluvanna, VA,45666
51067,Franklin, VA,41866
51071,Giles, VA,40450
51073,Gloucester, VA,50250
51075,Goochland, VA,104052
51077,Grayson, VA,32061
51079,Greene, VA,46025
51083,Halifax, VA,37140
51085,Hanover, VA,62141
51087,Henrico, VA,67592
51091,Highland, VA,44185
51093,Isle of Wight, VA,55930
51097,King and Queen, VA,44565
51099,King George, VA,55158
51101,King William, VA,48001
51103,Lancaster, VA,60635
51105,Lee, VA,29704
51107,Loudoun, VA,80535
51109,Louisa, VA,43618
51111,Lunenburg, VA,32890
51113,Madison, VA,48601
51115,Mathews, VA,56574
51117,Mecklenburg, VA,37241
51119,Middlesex, VA,52833
51125,Nelson, VA,52216
51127,New Kent, VA,74471
51131,Northampton, VA,55940
51133,Northumberland, VA,54276
51135,Nottoway, VA,35445
51137,Orange, VA,50587
51139,Page, VA,39043
51141,Patrick, VA,33528
51145,Powhatan, VA,58652
51147,Prince Edward, VA,31621
51155,Pulaski, VA,40025
51157,Rappahannock, VA,68110
51159,Richmond, VA,37057
51167,Russell, VA,33513
51169,Scott, VA,33450
51171,Shenandoah, VA,46333
51173,Smyth, VA,36800
51179,Stafford, VA,55494
51181,Surry, VA,44042
51183,Sussex, VA,32099
51185,Tazewell, VA,37462
51187,Warren, VA,47315
51193,Westmoreland, VA,45092
51197,Wythe, VA,35644
51510,Alexandria (Independent City), VA,89884
51550,Chesapeake (Independent City), VA,50008
51650,Hampton (Independent City), VA,42305
51700,Newport News (Independent City), VA,41547
51710,Norfolk (Independent City), VA,39453
51740,Portsmouth (Independent City), VA,40782
51760,Richmond (Independent City), VA,55191
51770,Roanoke (Independent City), VA,42486
51800,Suffolk (Independent City), VA,52030
51810,Virginia Beach (Independent City), VA,57513
51901,Albemarle + Charlottesville, VA,75885
51903,Alleghany + Covington, VA,40015
51907,Augusta, VA,44917
51911,Campbell + Lynchburg, VA,37702
51913,Carroll + Galax, VA,35549
51918,Dinwiddie, VA,40661
51919,Fairfax, VA,86031
51921,Frederick + Winchester, VA,51907
51923,Greensville + Emporia, VA,32485
51929,Henry + Martinsville, VA,39183
51931,James City + Williamsburg, VA,65176
51933,Montgomery + Radford, VA,37377
51939,Pittsylvania + Danville, VA,38117
51941,Prince George + Hopewell, VA,38845
51942,Prince William, VA,56181
51944,Roanoke + Salem, VA,52094
51945,Rockbridge, VA,41029
